name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
"Koma, Cosmos Serpent",Legendary Creature — Serpent,7.0,"['G', 'U']",[],6,6,[],"This spell can't be countered.
At the beginning of each upkeep, create a 3/3 blue Serpent creature token named Koma's Coil.
Sacrifice another Serpent: Choose one —
• Tap target permanent. Its activated abilities can't be activated this turn.
• Koma gains indestructible until end of turn.",1,1212,https://cards.scryfall.io/png/front/b/2/b2f23d6f-f2c8-4022-9f46-ba7fda00ef99.png?1706241008,https://cards.scryfall.io/art_crop/front/b/2/b2f23d6f-f2c8-4022-9f46-ba7fda00ef99.jpg?1706241008,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535693%3Fpage%3D1,4.95,,5.32,41.0
Sire of the Storm,Creature — Spirit,6.0,['U'],[],3,3,['Flying'],"Flying
Whenever you cast a Spirit or Arcane spell, you may draw a card.",1,12970,https://cards.scryfall.io/png/front/b/e/bea64c04-6cd0-49e9-b4ba-1b50aab0a490.png?1677542230,https://cards.scryfall.io/art_crop/front/b/e/bea64c04-6cd0-49e9-b4ba-1b50aab0a490.jpg?1677542230,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F254072%3Fpage%3D1,0.10,,0.12,41.0
"Urborg, Tomb of Yawgmoth",Legendary Land,0.0,[],['B'],0,0,[],Each land is a Swamp in addition to its other land types.,1,63,https://cards.scryfall.io/png/front/9/e/9e1a9e38-6ffc-490f-b0be-23ba4e8204c6.png?1619399578,https://cards.scryfall.io/art_crop/front/9/e/9e1a9e38-6ffc-490f-b0be-23ba4e8204c6.jpg?1619399578,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234275%3Fpage%3D1,51.31,57.63,33.60,41.0
"Yavimaya, Cradle of Growth",Legendary Land,0.0,[],['G'],0,0,[],Each land is a Forest in addition to its other land types.,1,71,https://cards.scryfall.io/png/front/4/e/4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c.png?1626100009,https://cards.scryfall.io/art_crop/front/4/e/4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c.jpg?1626100009,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F240045%3Fpage%3D1,8.91,15.54,7.58,41.0
Chromanticore,Enchantment Creature — Manticore,5.0,"['B', 'G', 'R', 'U', 'W']",[],4,4,"['Flying', 'Lifelink', 'Vigilance', 'First strike', 'Trample', 'Bestow']","Bestow {2}{W}{U}{B}{R}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Flying, first strike, vigilance, trample, lifelink
Enchanted creature gets +4/+4 and has flying, first strike, vigilance, trample, and lifelink.",1,7951,https://cards.scryfall.io/png/front/f/1/f1182463-348b-45b3-a662-68f06ac53699.png?1681728973,https://cards.scryfall.io/art_crop/front/f/1/f1182463-348b-45b3-a662-68f06ac53699.jpg?1681728973,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282930%3Fpage%3D1,0.53,,0.43,41.0
"Urza, Chief Artificer",Legendary Creature — Human Artificer,6.0,"['B', 'U', 'W']",[],4,5,['Affinity'],"Affinity for artifact creatures (This spell costs {1} less to cast for each artifact creature you control.)
Artifact creatures you control have menace.
At the beginning of your end step, create a 0/0 colorless Construct artifact creature token with ""This token gets +1/+1 for each artifact you control.""",1,3873,https://cards.scryfall.io/png/front/e/a/ea409050-4296-4b76-a6cd-2896ce1b88e4.png?1705542672,https://cards.scryfall.io/art_crop/front/e/a/ea409050-4296-4b76-a6cd-2896ce1b88e4.jpg?1705542672,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F452293%3Fpage%3D1,2.75,1.00,0.86,41.0
Spectator Seating,Land,0.0,[],"['R', 'W']",0,0,[],"This land enters tapped unless you have two or more opponents.
{T}: Add {R} or {W}.",1,164,https://cards.scryfall.io/png/front/d/c/dcf3140f-d5c8-45ff-8be4-622b1a129b3d.png?1689999977,https://cards.scryfall.io/art_crop/front/d/c/dcf3140f-d5c8-45ff-8be4-622b1a129b3d.jpg?1689999977,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505828%3Fpage%3D1,12.20,12.35,9.53,40.0
Boros Charm,Instant,2.0,"['R', 'W']",[],0,0,[],"Choose one —
• Boros Charm deals 4 damage to target player or planeswalker.
• Permanents you control gain indestructible until end of turn.
• Target creature gains double strike until end of turn.",1,165,https://cards.scryfall.io/png/front/e/0/e0d8c9f6-cbbd-4694-b100-01cfb81036cc.png?1736305704,https://cards.scryfall.io/art_crop/front/e/0/e0d8c9f6-cbbd-4694-b100-01cfb81036cc.jpg?1736305704,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F591057%3Fpage%3D1,,5.31,,40.0
Fierce Guardianship,Instant,3.0,['U'],[],0,0,[],"If you control a commander, you may cast this spell without paying its mana cost.
Counter target noncreature spell.",1,73,https://cards.scryfall.io/png/front/f/7/f7f3dd95-bd14-4e0f-a388-444f9cf1b0dc.png?1689996370,https://cards.scryfall.io/art_crop/front/f/7/f7f3dd95-bd14-4e0f-a388-444f9cf1b0dc.jpg?1689996370,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504561%3Fpage%3D1,43.08,44.10,36.09,40.0
Exploration,Enchantment,1.0,['G'],[],0,0,[],You may play an additional land on each of your turns.,1,286,https://cards.scryfall.io/png/front/5/b/5b372045-a4a0-44c8-96ec-1e201d61ed26.png?1675200396,https://cards.scryfall.io/art_crop/front/5/b/5b372045-a4a0-44c8-96ec-1e201d61ed26.jpg?1675200396,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F457191%3Fpage%3D1,22.67,23.23,17.61,40.0
Growth Spiral,Instant,2.0,"['G', 'U']",[],0,0,[],Draw a card. You may put a land card from your hand onto the battlefield.,1,200,https://cards.scryfall.io/png/front/1/e/1e10e2b4-9639-41ae-8b8e-253224d3d513.png?1726284492,https://cards.scryfall.io/art_crop/front/1/e/1e10e2b4-9639-41ae-8b8e-253224d3d513.jpg?1726284492,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F577841%3Fpage%3D1,0.23,,0.23,40.0
Dragonmaster Outcast,Creature — Human Shaman,1.0,['R'],[],1,1,[],"At the beginning of your upkeep, if you control six or more lands, create a 5/5 red Dragon creature token with flying.",1,1219,https://cards.scryfall.io/png/front/a/4/a485edea-07cd-48dd-97e7-daeba85553d6.png?1743206653,https://cards.scryfall.io/art_crop/front/a/4/a485edea-07cd-48dd-97e7-daeba85553d6.jpg?1743206653,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624931%3Fpage%3D1,0.36,,0.51,40.0
"Kykar, Wind's Fury",Legendary Creature — Bird Wizard,4.0,"['R', 'U', 'W']",['R'],3,3,['Flying'],"Flying
Whenever you cast a noncreature spell, create a 1/1 white Spirit creature token with flying.
Sacrifice a Spirit: Add {R}.",1,2392,https://cards.scryfall.io/png/front/f/d/fdb034c8-bae0-4f66-98f1-1b3cdc072f17.png?1689999115,https://cards.scryfall.io/art_crop/front/f/d/fdb034c8-bae0-4f66-98f1-1b3cdc072f17.jpg?1689999115,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504600%3Fpage%3D1,0.26,0.31,0.34,40.0
Nikko-Onna,Creature — Spirit,3.0,['W'],[],2,2,[],"When this creature enters, destroy target enchantment.
Whenever you cast a Spirit or Arcane spell, you may return this creature to its owner's hand.",1,12000,https://cards.scryfall.io/png/front/b/d/bd7ecd0c-9cfb-4cf3-be62-d949b58b19a4.png?1562495623,https://cards.scryfall.io/art_crop/front/b/d/bd7ecd0c-9cfb-4cf3-be62-d949b58b19a4.jpg?1562495623,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12497%3Fpage%3D1,1.12,4.88,0.57,40.0
Unite the Coalition,Instant,7.0,"['B', 'G', 'R', 'U', 'W']",[],0,0,[],"Choose five. You may choose the same mode more than once.
• Target permanent phases out.
• Target player draws a card.
• Exile target player's graveyard.
• Unite the Coalition deals 2 damage to any target.
• Destroy target artifact or enchantment.",1,6534,https://cards.scryfall.io/png/front/e/5/e5ec8ad6-57ad-4bce-9c5e-a7205d5f4bea.png?1673304784,https://cards.scryfall.io/art_crop/front/e/5/e5ec8ad6-57ad-4bce-9c5e-a7205d5f4bea.jpg?1673304784,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282903%3Fpage%3D1,0.56,,0.28,40.0
"Jugan, the Rising Star",Legendary Creature — Dragon Spirit,6.0,['G'],[],5,5,['Flying'],"Flying
When Jugan dies, you may distribute five +1/+1 counters among any number of target creatures.",1,10110,https://cards.scryfall.io/png/front/d/8/d897caab-3720-4f1a-bf38-4ba266352567.png?1562854641,https://cards.scryfall.io/art_crop/front/d/8/d897caab-3720-4f1a-bf38-4ba266352567.jpg?1562854641,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F145285%3Fpage%3D1,0.25,1.48,0.39,40.0
"Xavier Sal, Infested Captain",Legendary Creature — Human Fungus Pirate,3.0,"['B', 'G', 'U']",[],3,3,"['Proliferate', 'Populate']","{T}, Remove a counter from another permanent you control: Populate. Activate only as a sorcery. (Create a token that's a copy of a creature token you control.)
{T}, Sacrifice another creature: Proliferate. Activate only as a sorcery. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",1,7644,https://cards.scryfall.io/png/front/9/4/94a420c2-b1a8-4a98-a2a5-7f949d3081bc.png?1698987776,https://cards.scryfall.io/art_crop/front/9/4/94a420c2-b1a8-4a98-a2a5-7f949d3081bc.jpg?1698987776,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F526410%3Fpage%3D1,2.27,1.38,0.72,40.0
Lightning Greaves,Artifact — Equipment,2.0,[],[],0,0,['Equip'],"Equipped creature has haste and shroud. (It can't be the target of spells or abilities.)
Equip {0}",1,13,https://cards.scryfall.io/png/front/8/b/8b59b12c-fde5-4f19-a357-e09f06f490cc.png?1743206077,https://cards.scryfall.io/art_crop/front/8/b/8b59b12c-fde5-4f19-a357-e09f06f490cc.jpg?1743206077,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624339%3Fpage%3D1,3.86,,4.62,39.0
Ruinous Ultimatum,Sorcery,7.0,"['B', 'R', 'W']",[],0,0,[],Destroy all nonland permanents your opponents control.,1,689,https://cards.scryfall.io/png/front/5/0/50c1d6ca-7789-46b5-bc89-85cc3915cb85.png?1681500691,https://cards.scryfall.io/art_crop/front/5/0/50c1d6ca-7789-46b5-bc89-85cc3915cb85.jpg?1681500691,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212600%3Fpage%3D1,4.19,4.56,3.20,39.0
"Orthion, Hero of Lavabrink",Legendary Creature — Human Soldier,4.0,['R'],[],3,3,[],"{1}{R}, {T}: Create a token that's a copy of another target creature you control. It gains haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
{6}{R}{R}{R}, {T}: Create five tokens that are copies of another target creature you control. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.",1,1859,https://cards.scryfall.io/png/front/7/1/71dadbb3-7b8a-4656-973f-65a3284afe07.png?1682206565,https://cards.scryfall.io/art_crop/front/7/1/71dadbb3-7b8a-4656-973f-65a3284afe07.jpg?1682206565,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F490437%3Fpage%3D1,14.71,17.71,5.86,39.0
Izzet Signet,Artifact,2.0,[],"['R', 'U']",0,0,[],"{1}, {T}: Add {U}{R}.",1,131,https://cards.scryfall.io/png/front/2/c/2c747a97-9070-4c1e-b7b7-52637fbb30e1.png?1743207322,https://cards.scryfall.io/art_crop/front/2/c/2c747a97-9070-4c1e-b7b7-52637fbb30e1.jpg?1743207322,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624200%3Fpage%3D1,0.38,,0.24,39.0
Kodama of the Center Tree,Legendary Creature — Spirit,5.0,['G'],[],0,0,[],"Kodama of the Center Tree's power and toughness are each equal to the number of Spirits you control.
Kodama of the Center Tree has soulshift X, where X is the number of Spirits you control. (When this creature dies, you may return target Spirit card with mana value X or less from your graveyard to your hand.)",1,16731,https://cards.scryfall.io/png/front/6/b/6b9264c5-1ecd-48cc-a12d-d4bd8050cfae.png?1562877634,https://cards.scryfall.io/art_crop/front/6/b/6b9264c5-1ecd-48cc-a12d-d4bd8050cfae.jpg?1562877634,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12297%3Fpage%3D1,0.36,6.99,0.18,39.0
Gray Merchant of Asphodel,Creature — Zombie,5.0,['B'],[],2,4,[],"When this creature enters, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",1,224,https://cards.scryfall.io/png/front/0/0/00d001d0-fd29-4b7c-9d0e-9131b995f910.png?1726284821,https://cards.scryfall.io/art_crop/front/0/0/00d001d0-fd29-4b7c-9d0e-9131b995f910.jpg?1726284821,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579034%3Fpage%3D1,1.34,,1.12,39.0
Shadowy Backstreet,Land — Plains Swamp,0.0,[],"['B', 'W']",0,0,['Surveil'],"({T}: Add {W} or {B}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,836,https://cards.scryfall.io/png/front/6/9/69c1b656-1d67-499c-bf0f-417682a86c7d.png?1706242364,https://cards.scryfall.io/art_crop/front/6/9/69c1b656-1d67-499c-bf0f-417682a86c7d.jpg?1706242364,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532897%3Fpage%3D1,18.64,20.89,17.70,39.0
Azorius Chancery,Land,0.0,[],"['U', 'W']",0,0,[],"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {W}{U}.",1,363,https://cards.scryfall.io/png/front/5/0/50ef0ac3-e911-4d67-a751-8d86160ae843.png?1726285357,https://cards.scryfall.io/art_crop/front/5/0/50ef0ac3-e911-4d67-a751-8d86160ae843.jpg?1726285357,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579138%3Fpage%3D1,0.13,,0.16,39.0
Iridian Maelstrom,Sorcery,5.0,"['B', 'G', 'R', 'U', 'W']",[],0,0,[],Destroy each creature that isn't all colors.,1,8493,https://cards.scryfall.io/png/front/f/e/fe784eab-fd21-4812-8172-42af3eb18fe2.png?1673304760,https://cards.scryfall.io/art_crop/front/f/e/fe784eab-fd21-4812-8172-42af3eb18fe2.jpg?1673304760,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282911%3Fpage%3D1,0.41,,0.50,39.0
"Etali, Primal Storm",Legendary Creature — Elder Dinosaur,6.0,['R'],[],6,6,[],"Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",1,233,https://cards.scryfall.io/png/front/b/6/b6af9894-95b5-4c8e-902f-a9ba70f02e4a.png?1730489317,https://cards.scryfall.io/art_crop/front/b/6/b6af9894-95b5-4c8e-902f-a9ba70f02e4a.jpg?1730489317,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F589767%3Fpage%3D1,0.39,0.52,0.30,39.0
Riveteers Overlook,Land,0.0,[],[],0,0,[],"When this land enters, sacrifice it. When you do, search your library for a basic Swamp, Mountain, or Forest card, put it onto the battlefield tapped, then shuffle and you gain 1 life.",1,847,https://cards.scryfall.io/png/front/1/d/1d161f81-c01a-4c91-b025-52dcb1881638.png?1664414539,https://cards.scryfall.io/art_crop/front/1/d/1d161f81-c01a-4c91-b025-52dcb1881638.jpg?1664414539,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F269108%3Fpage%3D1,0.29,0.31,0.24,39.0
Steel Hellkite,Artifact Creature — Dragon,6.0,[],[],5,5,['Flying'],"Flying
{2}: This creature gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with mana value X whose controller was dealt combat damage by this creature this turn. Activate only once each turn.",1,740,https://cards.scryfall.io/png/front/5/4/548cbc66-d915-4b94-86da-4c909a1ce645.png?1743207359,https://cards.scryfall.io/art_crop/front/5/4/548cbc66-d915-4b94-86da-4c909a1ce645.jpg?1743207359,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624967%3Fpage%3D1,0.24,,0.21,39.0
Brushland,Land,0.0,[],"['C', 'G', 'W']",0,0,[],"{T}: Add {C}.
{T}: Add {G} or {W}. This land deals 1 damage to you.",1,308,https://cards.scryfall.io/png/front/1/8/18d236ce-3b78-403a-b5f9-4fb44123d85b.png?1674422171,https://cards.scryfall.io/art_crop/front/1/8/18d236ce-3b78-403a-b5f9-4fb44123d85b.jpg?1674422171,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F451474%3Fpage%3D1,1.90,2.12,2.17,39.0
Undercity Sewers,Land — Island Swamp,0.0,[],"['B', 'U']",0,0,['Surveil'],"({T}: Add {U} or {B}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,700,https://cards.scryfall.io/png/front/2/b/2b5801fb-2026-4f25-98bc-ebb2f99684b9.png?1706242367,https://cards.scryfall.io/art_crop/front/2/b/2b5801fb-2026-4f25-98bc-ebb2f99684b9.jpg?1706242367,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532905%3Fpage%3D1,23.47,22.99,25.42,39.0
Negate,Instant,2.0,['U'],[],0,0,[],Counter target noncreature spell.,1,47,https://cards.scryfall.io/png/front/f/f/ff3b0dba-0207-4249-bdab-e807c76ce39e.png?1730572717,https://cards.scryfall.io/art_crop/front/f/f/ff3b0dba-0207-4249-bdab-e807c76ce39e.jpg?1730572717,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F589356%3Fpage%3D1,,0.27,,38.0
Simic Growth Chamber,Land,0.0,[],"['G', 'U']",0,0,[],"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {G}{U}.",1,242,https://cards.scryfall.io/png/front/2/1/212d97c5-c144-483b-b42e-00623477e928.png?1726285492,https://cards.scryfall.io/art_crop/front/2/1/212d97c5-c144-483b-b42e-00623477e928.jpg?1726285492,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F577873%3Fpage%3D1,0.17,,0.26,38.0
Rend Flesh,Instant — Arcane,3.0,['B'],[],0,0,[],Destroy target non-Spirit creature.,1,15356,https://cards.scryfall.io/png/front/9/2/92b300a3-e6a8-4ca9-bb26-03f57b5ff6ec.png?1562762516,https://cards.scryfall.io/art_crop/front/9/2/92b300a3-e6a8-4ca9-bb26-03f57b5ff6ec.jpg?1562762516,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12145%3Fpage%3D1,0.13,0.96,0.09,38.0
"Kaalia, Zenith Seeker",Legendary Creature — Human Cleric,3.0,"['B', 'R', 'W']",[],3,3,"['Flying', 'Vigilance']","Flying, vigilance
When Kaalia enters, look at the top six cards of your library. You may reveal an Angel card, a Demon card, and/or a Dragon card from among them and put them into your hand. Put the rest on the bottom of your library in a random order.",1,6120,https://cards.scryfall.io/png/front/1/f/1f400655-f495-4b21-ab9e-57fe4d845d45.png?1592517520,https://cards.scryfall.io/art_crop/front/1/f/1f400655-f495-4b21-ab9e-57fe4d845d45.jpg?1592517520,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F192552%3Fpage%3D1,12.06,18.18,7.34,38.0
"Karador, Ghost Chieftain",Legendary Creature — Centaur Spirit,8.0,"['B', 'G', 'W']",[],3,4,[],"This spell costs {1} less to cast for each creature card in your graveyard.
Once during each of your turns, you may cast a creature spell from your graveyard.",1,8433,https://cards.scryfall.io/png/front/8/d/8d128887-13fb-4e54-90f2-d3c46b7b29d7.png?1702369890,https://cards.scryfall.io/art_crop/front/8/d/8d128887-13fb-4e54-90f2-d3c46b7b29d7.jpg?1702369890,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F503371%3Fpage%3D1,0.21,0.26,0.32,38.0
